canonical_concept,header_variant,target_field,variant_type,confidence_hint,source,active,notes
state_license_number,State CDS License Number,stateLicenseNumber,title_case,0.8,phase2_file_scan,true,
state_license_number,State CDS License Number (If Applicable),stateLicenseNumber,title_case,0.8,phase2_file_scan,true,
state_license_number,State License #,stateLicenseNumber,title_case,0.8,phase2_file_scan,true,
state_license_number,State License # Expiration Date,stateLicenseNumber,title_case,0.8,phase2_file_scan,true,
state_license_number,State License # State,stateLicenseNumber,title_case,0.8,phase2_file_scan,true,
state_license_number,State License Effective Date,stateLicenseNumber,title_case,0.8,phase2_file_scan,true,
state_license_number,State License Expiration Date,stateLicenseNumber,title_case,0.8,phase2_file_scan,true,
state_license_number,State License Expiration Date (MM/DD/YYYY),stateLicenseNumber,title_case,0.8,phase2_file_scan,true,
state_license_number,State License Issuing State (State Abbreviated Code),stateLicenseNumber,title_case,0.8,phase2_file_scan,true,
state_license_number,State License Issuing State (State Abbreviation code),stateLicenseNumber,title_case,0.8,phase2_file_scan,true,
state_license_number,State License No,stateLicenseNumber,title_case,0.8,phase2_file_scan,true,
state_license_number,State License Notes,stateLicenseNumber,title_case,0.8,phase2_file_scan,true,
state_license_number,State License Number,stateLicenseNumber,title_case,0.8,phase2_file_scan,true,
state_license_number,State License Present/Active,stateLicenseNumber,title_case,0.8,phase2_file_scan,true,
state_license_number,State License State,stateLicenseNumber,title_case,0.8,phase2_file_scan,true,
state_license_number,State License#,stateLicenseNumber,title_case,0.8,phase2_file_scan,true,
state_license_number,State License(s) Present/Active?,stateLicenseNumber,title_case,0.8,phase2_file_scan,true,
state_license_number,StateLicense,stateLicenseNumber,title_case,0.8,phase2_file_scan,true,
state_license_number,StateLicenseNumber,stateLicenseNumber,title_case,0.8,phase2_file_scan,true,
state_license_number,State_License_Issuing_State,stateLicenseNumber,underscore,0.8,phase2_file_scan,true,
state_\1icense_\1umber,States with License,stateLicenseNumber,title_case,0.85,phase2_v3_scan,true,
state_\1icense_\1umber,Supervising Physician License,stateLicenseNumber,title_case,0.85,phase2_v3_scan,true,
state_license_number,Supervising Provider License Number,stateLicenseNumber,title_case,0.8,phase2_file_scan,true,
state_license_number,Supervising_Provider_License_Number,stateLicenseNumber,underscore,0.8,phase2_file_scan,true,
state_license_number,TX LICENSE #,stateLicenseNumber,upper_exact,0.8,phase2_file_scan,true,
state_license_number,TX License,stateLicenseNumber,title_case,0.8,phase2_file_scan,true,
state_license_number,UT License Number,stateLicenseNumber,title_case,0.8,phase2_file_scan,true,
state_license_number,VA LICENSE,stateLicenseNumber,upper_exact,0.95,learning_kb_correction,true,
state_license_number,WY License,stateLicenseNumber,title_case,0.8,phase2_file_scan,true,
state_\1icense_\1umber,X-Ray License,stateLicenseNumber,title_case,0.85,phase2_v3_scan,true,
state_\1icense_\1umber,X-Ray_License,stateLicenseNumber,underscore,0.85,phase2_v3_scan,true,
state_\1icense_\1umber,acn_license_on_file,stateLicenseNumber,underscore,0.85,phase2_v3_scan,true,
state_license_number,license_number,stateLicenseNumber,underscore,0.93,phase2_file_scan,true,
state_license_number,license_number_Vendor_Action,stateLicenseNumber,underscore,0.8,phase2_file_scan,true,
state_license_number,license_number_Vendor_Value,stateLicenseNumber,underscore,0.8,phase2_file_scan,true,
state_\1icense_\1umber,license_numberate,stateLicenseNumber,underscore,0.85,phase2_v3_scan,true,
state_license_number,state_license_expiration_date,stateLicenseNumber,underscore,0.8,phase2_file_scan,true,
state_license_number,state_license_expiration_date2,stateLicenseNumber,underscore,0.8,phase2_file_scan,true,
state_license_number,state_license_expiration_date3,stateLicenseNumber,underscore,0.8,phase2_file_scan,true,
state_license_number,state_license_facility,stateLicenseNumber,underscore,0.8,phase2_file_scan,true,
state_license_number,state_license_facility2,stateLicenseNumber,underscore,0.8,phase2_file_scan,true,
state_license_number,state_license_facility3,stateLicenseNumber,underscore,0.8,phase2_file_scan,true,
state_license_number,state_license_issue_date,stateLicenseNumber,underscore,0.8,phase2_file_scan,true,
state_license_number,state_license_issue_date2,stateLicenseNumber,underscore,0.8,phase2_file_scan,true,
state_license_number,state_license_issue_date3,stateLicenseNumber,underscore,0.8,phase2_file_scan,true,
state_license_number,state_license_npdb_code,stateLicenseNumber,underscore,0.8,phase2_file_scan,true,
state_license_number,state_license_npdb_code2,stateLicenseNumber,underscore,0.8,phase2_file_scan,true,
state_license_number,state_license_npdb_code3,stateLicenseNumber,underscore,0.8,phase2_file_scan,true,
state_license_number,state_license_number,stateLicenseNumber,underscore,0.8,phase2_file_scan,true,
state_license_number,state_license_number2,stateLicenseNumber,underscore,0.8,phase2_file_scan,true,
state_license_number,state_license_number3,stateLicenseNumber,underscore,0.8,phase2_file_scan,true,
state_license_number,state_license_state,stateLicenseNumber,underscore,0.8,phase2_file_scan,true,
state_license_number,state_license_state2,stateLicenseNumber,underscore,0.8,phase2_file_scan,true,
state_license_number,state_license_state3,stateLicenseNumber,underscore,0.8,phase2_file_scan,true,
state_license_number,state_license_status,stateLicenseNumber,underscore,0.8,phase2_file_scan,true,
state_license_number,state_license_status2,stateLicenseNumber,underscore,0.8,phase2_file_scan,true,
state_license_number,state_license_status3,stateLicenseNumber,underscore,0.8,phase2_file_scan,true,
state_license_type,License Type,stateLicenseType,title_case,0.8,phase2_file_scan,true,
state_license_type,LicenseType,stateLicenseType,title_case,0.8,phase2_file_scan,true,
states_\1o_\1redential,CredentialingState,statesToCredential,title_case,0.85,phase2_v3_scan,true,
states_to_credential,STATES,statesToCredential,upper_exact,0.70,phase2_file_scan,true,
states_\1o_\1redential,States for Credentialing,statesToCredential,title_case,0.75,phase2_v3_scan,true,
states_\1o_\1redential,States to Credential,statesToCredential,title_case,0.85,phase2_v3_scan,true,
status_\1n_\1etwork,Network Status,statusInNetwork,title_case,0.80,v4_fix,true,
suffix,MPAC_EXTN_NM,suffix,underscore,0.75,phase2_v3_scan,true,
suffix,Name Suffix,suffix,title_case,0.8,phase2_file_scan,true,
suffix,Provider_Name_Suffix,suffix,underscore,0.8,phase2_file_scan,true,
suffix,SUFFIX,suffix,upper_exact,0.8,phase2_file_scan,true,
suffix,Suffix               (If Applicable),suffix,title_case,0.8,phase2_file_scan,true,
suffix,prvdr sfx nm,suffix,exact,0.93,phase2_v3_scan,true,
suffix,svc_prvdr_sfx_nm,suffix,underscore,0.85,phase2_v3_scan,true,
supervising_practitioner_first_name,Supervising Physician's Specialty for NP/PA,supervisingPractitionerFirstName,title_case,0.8,mapping_export,true,
supervising_provider_type,Supervising Physician's Specialty for NP/PA,supervisingProviderType,title_case,0.95,learning_kb_correction,true,
supervisingProviderType,supervising physician's specialty for np pa,supervisingProviderType,exact,0.96,real_roster_correction_v2,true,
telemedicine_\1_\1_\1,AddressesDMPNPrimary-1-Url,telemedicineURL,title_case,0.85,phase2_v3_scan,true,
telemedicine_\1_\1_\1,AddressesDMPNPrimary-2-Url,telemedicineURL,title_case,0.85,phase2_v3_scan,true,
telemedicine_u_r_l,Is Telehealth,telemedicineURL,title_case,0.8,phase2_file_scan,true,
telemedicine_\1_\1_\1,Okay to Publish in Participating Provider Directories or Website,telemedicineURL,title_case,0.85,phase2_v3_scan,true,
telemedicine_u_r_l,Pracice URL,telemedicineURL,title_case,0.95,learning_kb_correction,true,
telemedicine_\1_\1_\1,Practice Location Website,telemedicineURL,title_case,0.85,phase2_v3_scan,true,
telemedicine_u_r_l,Practice URL,telemedicineURL,title_case,0.95,learning_kb_correction,true,
telemedicine_u_r_l,"Provider Availibility
(In Office Only, Telehealth Only, Both)",telemedicineURL,title_case,0.8,phase2_file_scan,true,
telemedicine_\1_\1_\1,Provider Website,telemedicineURL,title_case,0.85,phase2_v3_scan,true,
telemedicine_u_r_l,TELEHEALTH SERVICES OFFERED (Y/N/VARIES),telemedicineURL,upper_exact,0.8,phase2_file_scan,true,
telemedicine_u_r_l,Telehealth Audio Only,telemedicineURL,title_case,0.8,phase2_file_scan,true,
telemedicine_u_r_l,Telehealth Audio and Video,telemedicineURL,title_case,0.8,phase2_file_scan,true,
telemedicine_u_r_l,Telehealth Consultation,telemedicineURL,title_case,0.8,phase2_file_scan,true,
telemedicine_u_r_l,Telehealth Hearing Items and Services,telemedicineURL,title_case,0.8,phase2_file_scan,true,
telemedicine_u_r_l,Telehealth Hospice,telemedicineURL,title_case,0.8,phase2_file_scan,true,
telemedicine_u_r_l,Telehealth Medical Care,telemedicineURL,title_case,0.8,phase2_file_scan,true,
telemedicine_u_r_l,Telehealth Occupational Therapy,telemedicineURL,title_case,0.8,phase2_file_scan,true,
telemedicine_u_r_l,Telehealth Other Medical Items or Services,telemedicineURL,title_case,0.8,phase2_file_scan,true,
telemedicine_u_r_l,Telehealth Outpatient Mental Health Treatment Limitation,telemedicineURL,title_case,0.8,phase2_file_scan,true,
telemedicine_u_r_l,Telehealth Physical Therapy,telemedicineURL,title_case,0.8,phase2_file_scan,true,
telemedicine_u_r_l,Telehealth Vision Items or Services,telemedicineURL,title_case,0.8,phase2_file_scan,true,
telemedicine_u_r_l,Telehealth w/Family Caregiver in a Different Place,telemedicineURL,title_case,0.8,phase2_file_scan,true,
telemedicine_u_r_l,Telemedicine Available,telemedicineURL,title_case,0.8,phase2_file_scan,true,
telemedicine_\1_\1_\1,URL,telemedicineURL,upper_exact,0.85,phase2_v3_scan,true,
telemedicine_\1_\1_\1,WebsiteURL,telemedicineURL,title_case,0.5,phase2_v3_scan,true,
telemedicine_\1_\1_\1,boardUrl,telemedicineURL,exact,0.5,phase2_v3_scan,true,
telemedicine_\1_\1_\1,pre-configured contracted agency-specific sign-up link,telemedicineURL,exact,0.5,phase2_v3_scan,true,
telemedicine_\1_\1_\1,source,telemedicineURL,exact,0.5,phase2_v3_scan,true,
telemedicine_u_r_l,telehealth,telemedicineURL,exact,0.8,phase2_file_scan,true,
telemedicine_u_r_l,telehealth_services,telemedicineURL,underscore,0.8,phase2_file_scan,true,
telemedicine_u_r_l,telehealth_services_Vendor_Action,telemedicineURL,underscore,0.8,phase2_file_scan,true,
telemedicine_u_r_l,telehealth_services_Vendor_Value,telemedicineURL,underscore,0.8,phase2_file_scan,true,
telemedicine_u_r_l,telemedicineAvailable,telemedicineURL,exact,0.8,phase2_file_scan,true,
telemedicine_\1_\1_\1,website,telemedicineURL,exact,0.85,phase2_v3_scan,true,
telemedicine_\1_\1_\1,website_Vendor_Action,telemedicineURL,underscore,0.85,phase2_v3_scan,true,
telemedicine_\1_\1_\1,website_Vendor_Value,telemedicineURL,underscore,0.85,phase2_v3_scan,true,
title,Degree/Title,title,title_case,0.8,phase2_file_scan,true,
title,"Physician Title 
(MD, DO,FNP, etc.)",title,dotted_duplicate,0.8,phase2_file_scan,true,
title,Provider Title,title,title_case,0.8,phase2_file_scan,true,
title,Provider Type Title/Specialty,title,title_case,0.8,phase2_file_scan,true,
title,Provider's Title,title,title_case,0.8,phase2_file_scan,true,
title,Title/Degree,title,title_case,0.8,phase2_file_scan,true,
title,Title\Degree,title,title_case,0.8,phase2_file_scan,true,
title,onstep_title,title,underscore,0.8,phase2_file_scan,true,
udf_flagged_address,Flagged,udfFlaggedAddress,title_case,0.70,phase2_file_scan,true,
udf_health_plan_specialty,*Specialty Code,udfHealthPlanSpecialty,exact,0.8,phase2_file_scan,true,
udf_health_plan_specialty,BC Specialty,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,BC Specialty 10,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,BC Specialty 3,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,BC Specialty 4,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,BC Specialty 5,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,BC Specialty 6,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,BC Specialty 7,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,BC Specialty 8,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,BC Specialty 9,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,BC Sub Specialty 10,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,BC Sub Specialty 3,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,BC Sub Specialty 4,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,BC Sub Specialty 5,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,BC Sub Specialty 6,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,BC Sub Specialty 7,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,BC Sub Specialty 8,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,BC Sub Specialty 9,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,Board Cert. Status for Specialty,udfHealthPlanSpecialty,dotted_duplicate,0.8,phase2_file_scan,true,
udf_health_plan_specialty,Board Cert. Status for Specialty Date Awarded,udfHealthPlanSpecialty,dotted_duplicate,0.8,phase2_file_scan,true,
udf_\1ealth_\1lan_\1pecialty,CMS_Spec_Type_Code,udfHealthPlanSpecialty,underscore,0.85,phase2_v3_scan,true,
udf_\1ealth_\1lan_\1pecialty,CMS_Spec_Type_Desc,udfHealthPlanSpecialty,underscore,0.85,phase2_v3_scan,true,
udf_health_plan_specialty,Case_Prac_Specialty,udfHealthPlanSpecialty,underscore,0.8,phase2_file_scan,true,
udf_health_plan_specialty,DEPARTMENT,udfHealthPlanSpecialty,upper_exact,0.70,phase2_file_scan,true,
udf_health_plan_specialty,Department 1,udfHealthPlanSpecialty,title_case,0.70,phase2_file_scan,true,
udf_health_plan_specialty,Department 2,udfHealthPlanSpecialty,title_case,0.70,phase2_file_scan,true,
udf_health_plan_specialty,"Facility Specialty Code
REQUIRED",udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,"Facility Specialty Type
REQUIRED",udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,Highmark Specialty,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_\1ealth_\1lan_\1pecialty,"If the provider works as Virtual Care, list all Practice Focus options that apply:
- Home Visits
- Virtual Care - Audio Only
- Virtual Care - Audio/Visual
- Virtual Care - Secure text messaging
- Virt",udfHealthPlanSpecialty,title_case,0.85,phase2_v3_scan,true,
udf_\1ealth_\1lan_\1pecialty,Is Spec,udfHealthPlanSpecialty,title_case,0.85,phase2_v3_scan,true,
udf_health_plan_specialty,List Specialty In Directory  Y/N,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,Mapped Specialty Name,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,Modify Pract Specialty,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,NUCC Primary Contracted Specialty,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,NUCC Primary Sub-Specialty (optional),udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,NUCC Specialty,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_\1ealth_\1lan_\1pecialty,PCB1_SPEC_ID,udfHealthPlanSpecialty,underscore,0.85,phase2_v3_scan,true,
udf_\1ealth_\1lan_\1pecialty,PCP or SPEC,udfHealthPlanSpecialty,title_case,0.85,phase2_v3_scan,true,
udf_\1ealth_\1lan_\1pecialty,"PCP/ HIV PCP, or Spec",udfHealthPlanSpecialty,title_case,0.85,phase2_v3_scan,true,
udf_health_plan_specialty,PRACTITIONER_SPECIALTY,udfHealthPlanSpecialty,underscore,0.8,phase2_file_scan,true,
udf_\1ealth_\1lan_\1pecialty,PRIMARY CONTRACTED SPEC,udfHealthPlanSpecialty,upper_exact,0.93,phase2_v3_scan,true,
udf_health_plan_specialty,PRIMARY PRACTICING SPECIALTY,udfHealthPlanSpecialty,upper_exact,0.8,phase2_file_scan,true,
udf_\1ealth_\1lan_\1pecialty,Practice Focus,udfHealthPlanSpecialty,title_case,0.85,phase2_v3_scan,true,
udf_health_plan_specialty,"Practice Focus 
The purpose of the Practice Focus field is to define the area of focus or services provided, beyond the provider's credentialed specialty. These details allow members to seek care with",udfHealthPlanSpecialty,dotted_duplicate,0.8,phase2_file_scan,true,
udf_\1ealth_\1lan_\1pecialty,Practice Focus  (See the Practice Focus Example Tab for Options),udfHealthPlanSpecialty,title_case,0.85,phase2_v3_scan,true,
udf_\1ealth_\1lan_\1pecialty,Practice Focus  (see the Practice Focus  Tab for Options),udfHealthPlanSpecialty,title_case,0.85,phase2_v3_scan,true,
udf_\1ealth_\1lan_\1pecialty,Practice Focus  (see the Practice Focus Tab for Options),udfHealthPlanSpecialty,title_case,0.85,phase2_v3_scan,true,
udf_\1ealth_\1lan_\1pecialty,Practice Focus 1,udfHealthPlanSpecialty,title_case,0.85,phase2_v3_scan,true,
udf_\1ealth_\1lan_\1pecialty,Practice Focus 2,udfHealthPlanSpecialty,title_case,0.85,phase2_v3_scan,true,
udf_\1ealth_\1lan_\1pecialty,Practice Focus 3,udfHealthPlanSpecialty,title_case,0.85,phase2_v3_scan,true,
udf_\1ealth_\1lan_\1pecialty,Practice Focus 4,udfHealthPlanSpecialty,title_case,0.85,phase2_v3_scan,true,
udf_\1ealth_\1lan_\1pecialty,Practice Focus 5,udfHealthPlanSpecialty,title_case,0.85,phase2_v3_scan,true,
udf_\1ealth_\1lan_\1pecialty,Practice Focus 6,udfHealthPlanSpecialty,title_case,0.85,phase2_v3_scan,true,
udf_\1ealth_\1lan_\1pecialty,Practice Focus 7,udfHealthPlanSpecialty,title_case,0.85,phase2_v3_scan,true,
udf_\1ealth_\1lan_\1pecialty,Practice Focus.1,udfHealthPlanSpecialty,title_case,0.85,phase2_v3_scan,true,
udf_health_plan_specialty,Practicing Specialty,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,Practitioner Specialty for Recredentialing,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,Primary Contracted Specialty,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,"Primary Practicing Specialty  
*Mid-level providers should indicate their true practicing specialty along with the mid-level type. Ex. Family Medicine-Nurse Practitioner",udfHealthPlanSpecialty,dotted_duplicate,0.8,phase2_file_scan,true,
udf_health_plan_specialty,Primary displayed specialty?,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,Profession Specialty,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,Prov. Specialty Description,udfHealthPlanSpecialty,dotted_duplicate,0.8,phase2_file_scan,true,
udf_health_plan_specialty,Provider Directory Specialty,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,Provider Specialty,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,Requested Specialty,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,"Residency Training       
(Specialty )",udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_\1ealth_\1lan_\1pecialty,SPEC,udfHealthPlanSpecialty,upper_exact,0.93,phase2_v3_scan,true,
health_plan_specialty,SPECIALTY,udfHealthPlanSpecialty,upper_exact,0.95,learning_kb_correction,true,
udf_health_plan_specialty,"Specialty (if a PCP extender (NP or PA), list the specialty; family practice, cardiology, internal medicine, etc)",udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,Specialty / Taxonomy,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,Specialty License,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,Specialty Name,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_\1ealth_\1lan_\1pecialty,Status: PCP or Spec,udfHealthPlanSpecialty,title_case,0.85,phase2_v3_scan,true,
udf_health_plan_specialty,Sub Specialty,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,Sub Specialty Expiration Date,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,Sub Specialty Issue Year,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,Sub Specialty Taxonomy,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,Sub-Specialty,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,TDI Provider Specialty,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,Training 1 Specialty,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,Training 2 Specialty,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,Training 3 Specialty,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,Update Practitioner Specialty,udfHealthPlanSpecialty,title_case,0.8,phase2_file_scan,true,
udf_health_plan_specialty,board_certification_specialty,udfHealthPlanSpecialty,underscore,0.8,phase2_file_scan,true,
udf_health_plan_specialty,hospital_specialty,udfHealthPlanSpecialty,underscore,0.8,phase2_file_scan,true,
udf_health_plan_specialty,specialty_3_Vendor_Action,udfHealthPlanSpecialty,underscore,0.8,phase2_file_scan,true,
udf_health_plan_specialty,specialty_3_Vendor_Value,udfHealthPlanSpecialty,underscore,0.8,phase2_file_scan,true,
udf_health_plan_specialty,specialty_4,udfHealthPlanSpecialty,underscore,0.8,phase2_file_scan,true,
udf_health_plan_specialty,specialty_4_Vendor_Action,udfHealthPlanSpecialty,underscore,0.8,phase2_file_scan,true,
udf_health_plan_specialty,specialty_4_Vendor_Value,udfHealthPlanSpecialty,underscore,0.8,phase2_file_scan,true,
udf_health_plan_specialty,specialty_5,udfHealthPlanSpecialty,underscore,0.8,phase2_file_scan,true,
udf_health_plan_specialty,specialty_5_Vendor_Action,udfHealthPlanSpecialty,underscore,0.8,phase2_file_scan,true,
udf_health_plan_specialty,specialty_5_Vendor_Value,udfHealthPlanSpecialty,underscore,0.8,phase2_file_scan,true,
udf_health_plan_specialty,specialty_6,udfHealthPlanSpecialty,underscore,0.8,phase2_file_scan,true,
udf_health_plan_specialty,specialty_6_Vendor_Action,udfHealthPlanSpecialty,underscore,0.8,phase2_file_scan,true,
udf_health_plan_specialty,specialty_6_Vendor_Value,udfHealthPlanSpecialty,underscore,0.8,phase2_file_scan,true,
udf_health_plan_specialty,specialty_7,udfHealthPlanSpecialty,underscore,0.8,phase2_file_scan,true,
udf_health_plan_specialty,specialty_7_Vendor_Action,udfHealthPlanSpecialty,underscore,0.8,phase2_file_scan,true,
udf_health_plan_specialty,specialty_7_Vendor_Value,udfHealthPlanSpecialty,underscore,0.8,phase2_file_scan,true,
udf_health_plan_specialty,specialty_is_primary,udfHealthPlanSpecialty,underscore,0.8,phase2_file_scan,true,
udf_health_plan_specialty,specialty_name,udfHealthPlanSpecialty,underscore,0.8,phase2_file_scan,true,
udf_health_plan_specialty,specialty_nucc_1,udfHealthPlanSpecialty,underscore,0.8,phase2_file_scan,true,
udf_health_plan_specialty,specialty_nucc_2,udfHealthPlanSpecialty,underscore,0.8,phase2_file_scan,true,
udf_health_plan_specialty,specialty_nucc_3,udfHealthPlanSpecialty,underscore,0.8,phase2_file_scan,true,
udf_health_plan_specialty,specialty_nucc_4,udfHealthPlanSpecialty,underscore,0.8,phase2_file_scan,true,
udf_health_plan_specialty,specialty_nucc_5,udfHealthPlanSpecialty,underscore,0.8,phase2_file_scan,true,
udf_health_plan_specialty,specialty_nucc_6,udfHealthPlanSpecialty,underscore,0.8,phase2_file_scan,true,
udf_health_plan_specialty,specialty_nucc_7,udfHealthPlanSpecialty,underscore,0.8,phase2_file_scan,true,
udf_notes,24/7 Coverage Notes,udfNotes,exact,0.8,phase2_file_scan,true,
udf_notes,4/15/24 Notes,udfNotes,exact,0.8,phase2_file_scan,true,
udf_notes,Accreditation Notes,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_notes,Application Attestion Notes,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_notes,CAQH Attestion Notes,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_notes,CMS Notes,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_notes,CMS OTP Certification Notes,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_notes,Carla's Notes,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_notes,Certify OS Notes,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_notes,CertifyOS Notes - 4.30.24,udfNotes,dotted_duplicate,0.8,phase2_file_scan,true,
udf_notes,Change Note,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_notes,Collaborative Agreement Notes,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_notes,Comments,udfNotes,title_case,0.70,phase2_file_scan,true,
udf_notes,Deceased Check Notes,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_notes,Disclosure Questions Notes,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_notes,EXPIRATION_DATE_NOTES,udfNotes,underscore,0.8,phase2_file_scan,true,
udf_notes,Education & Training Notes,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_notes,Emergency Medicine Certificates Notes,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_notes,File Type Notes,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_notes,GSA/SAM Notes,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_notes,Gap Notes,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_notes,Hospital Affiliation Notes,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_notes,LICENSE_NOTES,udfNotes,underscore,0.8,phase2_file_scan,true,
udf_notes,Licensure Actions Notes,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_notes,MOO Notes,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_notes,NPDB Notes,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_notes,Notes,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_notes,Notes to Carla / Michael,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_notes,OIG Notes,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_notes,PRACTITIONER_NOTES,udfNotes,underscore,0.8,phase2_file_scan,true,
udf_notes,PSV Packet Notes,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_notes,Preclusion List Notes,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_notes,Premera Notes,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_notes,Premera Testing Notes,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_notes,Red Note,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_notes,SAMHSA Certification Notes,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_notes,Site Visit Notes,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_notes,Work History Notes,udfNotes,title_case,0.8,phase2_file_scan,true,
udf_\1oster_\1ource_\1ile_\1_\1,File,udfRosterSourceFileID,title_case,0.80,v4_fix,true,
