canonical_concept,header_variant,target_field,variant_type,confidence_hint,source,active,notes
group_practice_location_phone,After Hours Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,After-hours Phone#,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Alt Phone 1,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Alt Phone 2,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Alt Phone 3,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Alt Phone 4,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_\1ractice_\1ocation_\1hone,Application forms,groupPracticeLocationPhone,title_case,0.5,phase2_v3_scan,true,
group_practice_location_phone,Appointment Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Appointment Phone (If Different than Location Phone),groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Appointment_Phone,groupPracticeLocationPhone,underscore,0.8,phase2_file_scan,true,
group_\1ractice_\1ocation_\1hone,Billing Group #,groupPracticeLocationPhone,title_case,0.5,phase2_v3_scan,true,
group_practice_location_phone,Billing Manager Telephone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_\1ractice_\1ocation_\1hone,BillingTelephone,groupPracticeLocationPhone,title_case,0.5,phase2_v3_scan,true,
group_practice_location_phone,CC_PHONE,groupPracticeLocationPhone,underscore,0.8,phase2_file_scan,true,
group_practice_location_phone,CONTACT PHONE NUMBER,groupPracticeLocationPhone,upper_exact,0.8,phase2_file_scan,true,
group_practice_location_phone,CONTACT_PHONE,groupPracticeLocationPhone,underscore,0.8,phase2_file_scan,true,
group_practice_location_phone,CRED_CONTACT_PHONE_NUMBER,groupPracticeLocationPhone,underscore,0.8,phase2_file_scan,true,
group_practice_location_phone,Call Coverage Phone (if Different than location),groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Call_Coverage_Phone,groupPracticeLocationPhone,underscore,0.8,phase2_file_scan,true,
group_practice_location_phone,"Companion Provider Legal Entity Remit/PayTo Phone
REQUIRED",groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Contact Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Correspondence Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_\1ractice_\1ocation_\1hone,CredContactFax,groupPracticeLocationPhone,title_case,0.5,phase2_v3_scan,true,
group_\1ractice_\1ocation_\1hone,CredContactPhone,groupPracticeLocationPhone,title_case,0.5,phase2_v3_scan,true,
group_practice_location_phone,Credentialing Contact Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Credentialing Contact Phone #,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Credentialing Contact Phone Number,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Credentialing Contact Telephone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Credentialing Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Credentialing_Contact_Phone,groupPracticeLocationPhone,underscore,0.8,phase2_file_scan,true,
group_practice_location_phone,Credentilaling Contact Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_\1ractice_\1ocation_\1hone,Data Bank Subject ID Number,groupPracticeLocationPhone,title_case,0.5,phase2_v3_scan,true,
group_practice_location_phone,FAX Phone 10,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,FAX Phone 11,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,FAX Phone 12,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,FAX Phone 13,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,FAX Phone 14,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,FAX Phone 15,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,FAX Phone 16,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,FAX Phone 17,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,FAX Phone 18,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,FAX Phone 19,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,FAX Phone 20,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,FAX Phone 21,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Facility Phone Number,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_\1ractice_\1ocation_\1hone,Hospital_Admitting_Privileges_npi2,groupPracticeLocationPhone,underscore,0.5,phase2_v3_scan,true,
group_practice_location_phone,"Legal Entity Remit/PayTo Phone
REQUIRED",groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Location Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,"Location Phone Number
REQUIRED",groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,"Location Telephone Ext
REQUIRED
(if applicable)",groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Location_Phone,groupPracticeLocationPhone,underscore,0.8,phase2_file_scan,true,
group_\1ractice_\1ocation_\1hone,MPAC_CRED_PHN_N,groupPracticeLocationPhone,underscore,0.85,phase2_v3_scan,true,
group_practice_location_phone,Mailing Telephone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Main Contact Phone Number,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Main Contact Phone Number (Required),groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Office Location 1 Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Office Location 10 Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Office Location 11 Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Office Location 12 Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Office Location 13 Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Office Location 14 Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Office Location 15 Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Office Location 16 Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Office Location 17 Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Office Location 18 Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Office Location 19 Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Office Location 2 Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Office Location 20 Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Office Location 3 Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Office Location 4 Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Office Location 5 Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Office Location 6 Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Office Location 7 Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Office Location 8 Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Office Location 9 Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Office Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_\1ractice_\1ocation_\1hone,Original Type2NPI,groupPracticeLocationPhone,title_case,0.5,phase2_v3_scan,true,
group_\1ractice_\1ocation_\1hone,Original submission Type2NPI,groupPracticeLocationPhone,title_case,0.5,phase2_v3_scan,true,
group_practice_location_phone,Outreach Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,PAYL_PHONE_NO,groupPracticeLocationPhone,underscore,0.8,phase2_file_scan,true,
group_practice_location_phone,PHONE,groupPracticeLocationPhone,upper_exact,0.95,learning_kb_correction,true,
group_practice_location_phone,PHONE #,groupPracticeLocationPhone,upper_exact,0.95,learning_kb_correction,true,
group_practice_location_phone,PHONE #.1,groupPracticeLocationPhone,upper_exact,0.95,learning_kb_correction,true,
group_practice_location_phone,PHONE #.2,groupPracticeLocationPhone,upper_exact,0.95,learning_kb_correction,true,
group_practice_location_phone,PP_PHONE,groupPracticeLocationPhone,underscore,0.8,phase2_file_scan,true,
group_practice_location_phone,Phone # for Appointments,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Phone 21,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Phone Number,groupPracticeLocationPhone,title_case,0.95,learning_kb_correction,true,
group_practice_location_phone,Phone Number 1 CP,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Phone Number.1,groupPracticeLocationPhone,dotted_duplicate,0.95,learning_kb_correction,true,
group_practice_location_phone,Phone Number.10,groupPracticeLocationPhone,dotted_duplicate,0.95,learning_kb_correction,true,
group_practice_location_phone,Phone Number.11,groupPracticeLocationPhone,dotted_duplicate,0.95,learning_kb_correction,true,
group_practice_location_phone,Phone Number.12,groupPracticeLocationPhone,dotted_duplicate,0.95,learning_kb_correction,true,
group_practice_location_phone,Phone Number.13,groupPracticeLocationPhone,dotted_duplicate,0.95,learning_kb_correction,true,
group_practice_location_phone,Phone Number.14,groupPracticeLocationPhone,dotted_duplicate,0.95,learning_kb_correction,true,
group_practice_location_phone,Phone Number.15,groupPracticeLocationPhone,dotted_duplicate,0.95,learning_kb_correction,true,
group_practice_location_phone,Phone Number.16,groupPracticeLocationPhone,dotted_duplicate,0.95,learning_kb_correction,true,
group_practice_location_phone,Phone Number.2,groupPracticeLocationPhone,dotted_duplicate,0.95,learning_kb_correction,true,
group_practice_location_phone,Phone Number.3,groupPracticeLocationPhone,dotted_duplicate,0.95,learning_kb_correction,true,
group_practice_location_phone,Phone Number.4,groupPracticeLocationPhone,dotted_duplicate,0.95,learning_kb_correction,true,
group_practice_location_phone,Phone Number.5,groupPracticeLocationPhone,dotted_duplicate,0.95,learning_kb_correction,true,
group_practice_location_phone,Phone Number.6,groupPracticeLocationPhone,dotted_duplicate,0.95,learning_kb_correction,true,
group_practice_location_phone,Phone Number.7,groupPracticeLocationPhone,dotted_duplicate,0.95,learning_kb_correction,true,
group_practice_location_phone,Phone Number.8,groupPracticeLocationPhone,dotted_duplicate,0.95,learning_kb_correction,true,
group_practice_location_phone,Phone Number.9,groupPracticeLocationPhone,dotted_duplicate,0.95,learning_kb_correction,true,
group_\1ractice_\1ocation_\1hone,PlanSpecificField2,groupPracticeLocationPhone,title_case,0.5,phase2_v3_scan,true,
group_practice_location_phone,Practice Location Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Practice Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Practice Phone 12,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Practice Phone 21,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Practice Telephone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Practice Telephone Ext,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_\1ractice_\1ocation_\1hone,PractitionerNPI,groupPracticeLocationPhone,title_case,0.5,phase2_v3_scan,true,
group_practice_location_phone,Primary Practice Phone,groupPracticeLocationPhone,title_case,0.95,learning_kb_correction,true,
group_practice_location_phone,PrimaryPractice Phone,groupPracticeLocationPhone,title_case,0.95,learning_kb_correction,true,
group_practice_location_phone,Provider_Phone,groupPracticeLocationPhone,underscore,0.8,phase2_file_scan,true,
group_practice_location_phone,SERV_FAX_PHONE_NO,groupPracticeLocationPhone,underscore,0.8,phase2_file_scan,true,
group_practice_location_phone,Service Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Service Phone Number,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,"Servicing Office Phone # 
(no dashes)",groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_\1ractice_\1ocation_\1hone,ServicingAddressPhoneNumber,groupPracticeLocationPhone,title_case,0.5,phase2_v3_scan,true,
group_practice_location_phone,Site Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Site Phone Number,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_\1ractice_\1ocation_\1hone,SubmittedNPI,groupPracticeLocationPhone,title_case,0.5,phase2_v3_scan,true,
group_practice_location_phone,TELEPHONE_NUMBER,groupPracticeLocationPhone,underscore,0.8,phase2_file_scan,true,
group_practice_location_phone,TTY Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,TTY Phone        (If Applicable),groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Telephone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Work Phone,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Work Phone #,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Work Phone Ext,groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_practice_location_phone,Work Phone Extn                 (If Applicable),groupPracticeLocationPhone,title_case,0.8,phase2_file_scan,true,
group_\1ractice_\1ocation_\1hone,contactPhone,groupPracticeLocationPhone,exact,0.5,phase2_v3_scan,true,
group_\1ractice_\1ocation_\1hone,contracteeLocationFaxNumber,groupPracticeLocationPhone,exact,0.5,phase2_v3_scan,true,
group_\1ractice_\1ocation_\1hone,contracteeLocationPhoneNumber,groupPracticeLocationPhone,exact,0.5,phase2_v3_scan,true,
group_\1ractice_\1ocation_\1hone,contracteeLocationTtyNumber,groupPracticeLocationPhone,exact,0.5,phase2_v3_scan,true,
group_\1ractice_\1ocation_\1hone,credentialingContactPhoneNumber,groupPracticeLocationPhone,exact,0.5,phase2_v3_scan,true,
group_\1ractice_\1ocation_\1hone,npiId,groupPracticeLocationPhone,exact,0.5,phase2_v3_scan,true,
group_\1ractice_\1ocation_\1hone,payToFax,groupPracticeLocationPhone,exact,0.5,phase2_v3_scan,true,
group_\1ractice_\1ocation_\1hone,payToWorkPhone,groupPracticeLocationPhone,exact,0.5,phase2_v3_scan,true,
group_\1ractice_\1ocation_\1hone,pecos_id,groupPracticeLocationPhone,underscore,0.5,phase2_v3_scan,true,
group_practice_location_phone,phone_Vendor_Action,groupPracticeLocationPhone,underscore,0.8,phase2_file_scan,true,
group_practice_location_phone,phone_Vendor_Value,groupPracticeLocationPhone,underscore,0.8,phase2_file_scan,true,
group_practice_location_phone,phone_number,groupPracticeLocationPhone,underscore,0.93,phase2_file_scan,true,
group_\1ractice_\1ocation_\1hone,providerMedicareId,groupPracticeLocationPhone,exact,0.5,phase2_v3_scan,true,
group_\1ractice_\1ocation_\1hone,providerNpi,groupPracticeLocationPhone,exact,0.5,phase2_v3_scan,true,
group_\1ractice_\1ocation_\1ractice_\1imitation,Additional Location Service,groupPracticeLocationPracticeLimitation,title_case,0.75,phase2_v3_scan,true,
group_\1ractice_\1ocation_\1ractice_\1imitation,Additional Practice Limitation,groupPracticeLocationPracticeLimitation,title_case,0.80,v4_fix,true,
group_\1ractice_\1ocation_\1ractice_\1imitation,Additional_Practice_Limitation,groupPracticeLocationPracticeLimitation,underscore,0.75,v4_fix,true,
group_\1ractice_\1ocation_\1ractice_\1imitation,Secondary Practice Limitation,groupPracticeLocationPracticeLimitation,title_case,0.80,v4_fix,true,
group_\1ractice_\1ocation_\1ractice_\1imitation,Secondary_Practice_Limitation,groupPracticeLocationPracticeLimitation,underscore,0.75,v4_fix,true,
group_\1ractice_\1ocation_\1rimary_\1ractice_\1imitation,Primary Practice Limitation,groupPracticeLocationPrimaryPracticeLimitation,title_case,0.80,v4_fix,true,
group_\1ractice_\1ocation_\1rimary_\1ractice_\1imitation,Primary_Practice_Limitation,groupPracticeLocationPrimaryPracticeLimitation,underscore,0.75,v4_fix,true,
group_practice_location_state,*SSA State/County Code,groupPracticeLocationState,exact,0.8,phase2_file_scan,true,
group_practice_location_state,*State,groupPracticeLocationState,exact,0.8,phase2_file_scan,true,
group_practice_location_state,ADDRESS STATE,groupPracticeLocationState,upper_exact,0.95,learning_kb_correction,true,
group_practice_location_state,Address (State),groupPracticeLocationState,title_case,0.93,phase2_file_scan,true,
group_practice_location_state,AddressesDMPNAdditional-1-State_1,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,AddressesDMPNAdditional-2-State_1,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,AddressesDMPNAdditional-3-State_1,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,AddressesDMPNAdditional-4-State_1,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,AddressesDMPNAdditional-5-State_1,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,AddressesDMPNPrimary-1-State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,AddressesDMPNPrimary-2-State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Alt State 1,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Alt State 2,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Alt State 3,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Alt State 4,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,CDS2 State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,CDS3 State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Certificates: State Survey Present/Active,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,"Companion Provider Legal Entity Remit/PayTo State
REQUIRED",groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Contract State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Contracting_State,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,Correct State(s),groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Correspondence State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Credentialing State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,DEA2 State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,DEA3 State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Entity State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Expire Date of State Lic,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Facility State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Home State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Issuing State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,"Legal Entity Remit/PayTo State
REQUIRED",groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,License2 State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,License3 State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,"Location State
REQUIRED",groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_\1ractice_\1ocation_\1tate,LocationState,groupPracticeLocationState,title_case,0.80,v4_fix,true,
group_practice_location_state,"MARKET
State",groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_\1ractice_\1ocation_\1tate,MPAC_MAIL_ST_C,groupPracticeLocationState,underscore,0.85,phase2_v3_scan,true,
group_\1ractice_\1ocation_\1tate,MPAC_PRCT_ST_C,groupPracticeLocationState,underscore,0.85,phase2_v3_scan,true,
group_practice_location_state,Medicaid2 State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Medicaid3 State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Medicare2 State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Medicare3 State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Member State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Office Location 10 State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Office Location 11 State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Office Location 12 State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Office Location 13 State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Office Location 14 State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Office Location 15 State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Office Location 16 State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Office Location 17 State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Office Location 18 State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Office Location 19 State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Office Location 20 State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Office Location 21 State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Office Location 3 State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Office Location 4 State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Office Location 5 State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Office Location 6 State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Office Location 7 State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Office Location 8 State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Office Location 9 State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Office Location State 2,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Office State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Outreach State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,PAYL_STATE,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,PP_STATE,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,PRACTICE_STATE,groupPracticeLocationState,underscore,0.93,phase2_file_scan,true,
group_practice_location_state,PRIMARY PRACTICE LOCATION STATE,groupPracticeLocationState,upper_exact,0.8,phase2_file_scan,true,
group_practice_location_state,Prac_State,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,Practice State,groupPracticeLocationState,title_case,0.95,learning_kb_correction,true,
group_practice_location_state,Prov. State,groupPracticeLocationState,dotted_duplicate,0.8,phase2_file_scan,true,
group_practice_location_state,Provider State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Provider State(s),groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Provider_Practice_State,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,Records State Zip Code,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,SERV_STATE,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,STATE,groupPracticeLocationState,upper_exact,0.95,learning_kb_correction,true,
group_practice_location_state,STATE.1,groupPracticeLocationState,upper_exact,0.95,learning_kb_correction,true,
group_practice_location_state,STATE.10,groupPracticeLocationState,upper_exact,0.95,learning_kb_correction,true,
group_practice_location_state,STATE.11,groupPracticeLocationState,upper_exact,0.95,learning_kb_correction,true,
group_practice_location_state,STATE.12,groupPracticeLocationState,upper_exact,0.95,learning_kb_correction,true,
group_practice_location_state,STATE.13,groupPracticeLocationState,upper_exact,0.95,learning_kb_correction,true,
group_practice_location_state,STATE.14,groupPracticeLocationState,upper_exact,0.95,learning_kb_correction,true,
group_practice_location_state,STATE.15,groupPracticeLocationState,upper_exact,0.95,learning_kb_correction,true,
group_practice_location_state,STATE.16,groupPracticeLocationState,upper_exact,0.95,learning_kb_correction,true,
group_practice_location_state,STL1_STATE,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,Sanction: State Sanctions,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Service State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Site State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,State (Required),groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,State 1,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,State Code,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,State Coverage,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,State Exclusion Date Of Report,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,State Exclusion Sanctions Action,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,State Lic #,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,State Lic Exp,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,State Lic Expiration Date,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,State Sanctions Notes,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,State Served,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,State Survey Notes,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,State To Credential,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,State of Interest,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,State to Crd,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,State to Cred,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,State to be Credentialed,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
